,id,naturalness,next,final
584,215_8,natural,"[0.1817183494567871, 0.9677160382270813, 0.9449867010116577, 0.8895418643951416, 0.9393314123153687, 0.8651881217956543, 0.8125593066215515, 0.7666757106781006, 0.8947912454605103, 0.8483221530914307, 0.9149701595306396, 0.9776427745819092, 0.9780243635177612, 0.9779611825942993, 0.9853708744049072, 0.9770660400390625, 0.9844599962234497, 0.9749783277511597, 0.9818010926246643, 0.9577858448028564, 0.9876291751861572, 0.9832068681716919, 0.990120530128479, 0.9864730834960938, 0.9930821657180786, 0.9950831532478333, 0.9953598976135254, 0.9965232610702515, 0.9976192712783813, 0.9954999685287476, 0.9979310631752014, 0.9978170990943909, 0.9988973140716553, 0.9991896748542786, 0.9992483854293823, 0.9992969036102295, 0.9992961883544922, 0.9995250701904297, 0.9993827939033508, 0.999374508857727, 0.9993032217025757, 0.9993742108345032, 0.9993856549263, 0.9994043111801147, 0.9995108842849731, 0.9993258714675903, 0.9994488954544067, 0.9994943141937256, 0.9993494749069214, 0.9992703199386597]","[0.014713883399963379, 0.23254191875457764, 0.2506375312805176, 0.31959855556488037, 0.40314894914627075, 0.42536723613739014, 0.4440596103668213, 0.4164165258407593, 0.46905243396759033, 0.5465300679206848, 0.6897960901260376, 0.7416800260543823, 0.7399991154670715, 0.7338434457778931, 0.7520968914031982, 0.7804474830627441, 0.8083126544952393, 0.8145363926887512, 0.8067747950553894, 0.8195581436157227, 0.8674628734588623, 0.8664546608924866, 0.8472880721092224, 0.864284098148346, 0.8915945291519165, 0.904330313205719, 0.9103572368621826, 0.912172794342041, 0.9144784212112427, 0.9207489490509033, 0.9240517020225525, 0.9303802847862244, 0.9347935914993286, 0.9407432079315186, 0.9448168873786926, 0.9507590532302856, 0.9562076330184937, 0.961622416973114, 0.964678168296814, 0.969215989112854, 0.9735153913497925, 0.9783952236175537, 0.9819947481155396, 0.9854631423950195, 0.9885873794555664, 0.9914191961288452, 0.9942405819892883, 0.996296226978302, 0.9978534579277039, 0.9992703199386597]"
583,215_7,natural,"[0.21433651447296143, 0.901053786277771, 0.895634651184082, 0.9641958475112915, 0.9674059152603149, 0.9600001573562622, 0.9431555271148682, 0.9268583059310913, 0.9014224410057068, 0.9502103924751282, 0.9387922286987305, 0.9500114321708679, 0.9518221616744995, 0.9466757774353027, 0.944339394569397, 0.9674434661865234, 0.9495317935943604, 0.9571267366409302, 0.9664592146873474, 0.9787029027938843, 0.9841137528419495, 0.960928201675415, 0.9694057703018188, 0.9864869117736816, 0.9870558977127075, 0.9812585115432739, 0.9899410605430603, 0.9930346012115479, 0.9923168420791626, 0.9917589426040649, 0.9952017068862915, 0.9967352151870728, 0.997294545173645, 0.9977675080299377, 0.9955685138702393, 0.9824164509773254, 0.9982873201370239, 0.9982846975326538, 0.995951235294342, 0.9933770895004272, 0.9986449480056763, 0.9990991353988647, 0.9989837408065796, 0.9992024898529053, 0.9990997314453125, 0.9990555644035339, 0.9992581009864807, 0.9989503622055054, 0.9990353584289551, 0.9990659952163696]","[0.03661376237869263, 0.23288500308990479, 0.31763219833374023, 0.3523702025413513, 0.3591299057006836, 0.38528013229370117, 0.40740013122558594, 0.43829864263534546, 0.4562859535217285, 0.49411171674728394, 0.5438894033432007, 0.5848029255867004, 0.6410719156265259, 0.665398359298706, 0.6508049368858337, 0.6224406957626343, 0.6029293537139893, 0.6134811043739319, 0.6597970724105835, 0.6669124960899353, 0.680597186088562, 0.7207898497581482, 0.7822171449661255, 0.8321414589881897, 0.8603848218917847, 0.8719130754470825, 0.8780921697616577, 0.8791930675506592, 0.8869379162788391, 0.8992007374763489, 0.9054673910140991, 0.9124928712844849, 0.9195230603218079, 0.9235234260559082, 0.9326639175415039, 0.9414141178131104, 0.9336639642715454, 0.9351152181625366, 0.9407649636268616, 0.9562195539474487, 0.9659686088562012, 0.9706884622573853, 0.9740514755249023, 0.9789389371871948, 0.9829444885253906, 0.9863609075546265, 0.9902549982070923, 0.9936121106147766, 0.9970062971115112, 0.9990659952163696]"
582,215_4,natural,"[0.15974563360214233, 0.959072470664978, 0.945432186126709, 0.9247841835021973, 0.8952288627624512, 0.874392569065094, 0.9305465817451477, 0.9411274194717407, 0.8721600770950317, 0.9008162617683411, 0.94529789686203, 0.9532554149627686, 0.9202288389205933, 0.95299232006073, 0.981762170791626, 0.9830144047737122, 0.9891296029090881, 0.9887164235115051, 0.9805975556373596, 0.9884083271026611, 0.9908899068832397, 0.9927364587783813, 0.9916340112686157, 0.9908372759819031, 0.9937984943389893, 0.9953320026397705, 0.9955804347991943, 0.9929108619689941, 0.9928019642829895, 0.995874285697937, 0.99566650390625, 0.9968942403793335, 0.9969747066497803, 0.9981998801231384, 0.9986240863800049, 0.9987019300460815, 0.9989941120147705, 0.9986435174942017, 0.9992544651031494, 0.9993574619293213, 0.9991329908370972, 0.9994075894355774, 0.9993950724601746, 0.999525249004364, 0.9993947744369507, 0.999388575553894, 0.9993487596511841, 0.9991189241409302, 0.9991843700408936, 0.9989885091781616]","[0.04682576656341553, 0.25544822216033936, 0.2941250801086426, 0.30930280685424805, 0.30972087383270264, 0.38769543170928955, 0.43836498260498047, 0.46517300605773926, 0.5031721591949463, 0.5983514785766602, 0.6108341217041016, 0.5921363830566406, 0.6345962285995483, 0.7035917043685913, 0.7310965061187744, 0.7619279623031616, 0.7834503650665283, 0.7939367890357971, 0.79087233543396, 0.7947477698326111, 0.7946904897689819, 0.8035398721694946, 0.8076294660568237, 0.8119140863418579, 0.8194817304611206, 0.8241372108459473, 0.8316001892089844, 0.8406312465667725, 0.8520083427429199, 0.8695589900016785, 0.8826258182525635, 0.8944439888000488, 0.9074264168739319, 0.9187405109405518, 0.9266806840896606, 0.9341918230056763, 0.9405525922775269, 0.9450995326042175, 0.9534395337104797, 0.9594048261642456, 0.9650128483772278, 0.9706459641456604, 0.9755039215087891, 0.979564368724823, 0.983279824256897, 0.9873541593551636, 0.9908097982406616, 0.9942413568496704, 0.9970789551734924, 0.9989885091781616]"
581,215_2,natural,"[0.17360919713974, 0.9745386838912964, 0.9412067532539368, 0.920157790184021, 0.9251620173454285, 0.9499549865722656, 0.9467132091522217, 0.9171609282493591, 0.9110676050186157, 0.9138520359992981, 0.9492321610450745, 0.9544597268104553, 0.9713729619979858, 0.9786355495452881, 0.9804735779762268, 0.9697588682174683, 0.9729008674621582, 0.9576201438903809, 0.980643093585968, 0.9880068302154541, 0.9940376281738281, 0.9961884021759033, 0.9965069890022278, 0.9948875308036804, 0.9950110912322998, 0.996086835861206, 0.9960722327232361, 0.9970672726631165, 0.9970360398292542, 0.9974722862243652, 0.9985970258712769, 0.9982470870018005, 0.9982591867446899, 0.9986742734909058, 0.9986171722412109, 0.9989961981773376, 0.9991739392280579, 0.999094545841217, 0.9993124008178711, 0.9993230700492859, 0.9993969202041626, 0.9990178942680359, 0.9992489814758301, 0.9994698166847229, 0.9995882511138916, 0.9996415972709656, 0.9995890855789185, 0.9996282458305359, 0.9995784759521484, 0.99944007396698]","[0.038804590702056885, 0.2482088804244995, 0.2669418454170227, 0.2892892360687256, 0.35643696784973145, 0.39272254705429077, 0.43588685989379883, 0.4726487398147583, 0.549053430557251, 0.6236048936843872, 0.6469034552574158, 0.7014390230178833, 0.7212522029876709, 0.7326211333274841, 0.7192670106887817, 0.6952493190765381, 0.708385705947876, 0.7455987930297852, 0.7787543535232544, 0.8074521422386169, 0.8002431392669678, 0.8079840540885925, 0.8178809285163879, 0.8242369890213013, 0.8393470644950867, 0.851302444934845, 0.8617879152297974, 0.8774493336677551, 0.8914189338684082, 0.9019379615783691, 0.9081821441650391, 0.9126810431480408, 0.9196827411651611, 0.92831951379776, 0.9371652007102966, 0.9468545913696289, 0.9536581039428711, 0.9599018096923828, 0.9658061265945435, 0.9711786508560181, 0.9761376976966858, 0.9801952838897705, 0.9851263761520386, 0.9878388047218323, 0.9909343719482422, 0.9934958219528198, 0.9955108165740967, 0.9971605539321899, 0.9984825253486633, 0.99944007396698]"
580,215_1,natural,"[0.18343907594680786, 0.9624592661857605, 0.9671311378479004, 0.9117516279220581, 0.9133903384208679, 0.9442242980003357, 0.9005590081214905, 0.9299190640449524, 0.8353195190429688, 0.8793267607688904, 0.8642213344573975, 0.9242067337036133, 0.9332066774368286, 0.9733814001083374, 0.9669318795204163, 0.9627902507781982, 0.9709372520446777, 0.9755145311355591, 0.9861196279525757, 0.9861145615577698, 0.9885141849517822, 0.9900786876678467, 0.9938095808029175, 0.9957231283187866, 0.9960872530937195, 0.9956396818161011, 0.9953392744064331, 0.9946237206459045, 0.9936323165893555, 0.995537281036377, 0.9971866607666016, 0.9974414110183716, 0.9982161521911621, 0.9988688230514526, 0.9983361959457397, 0.9989379644393921, 0.9988895058631897, 0.9989599585533142, 0.9988290071487427, 0.9992414116859436, 0.999245285987854, 0.9993727207183838, 0.9992215633392334, 0.999358057975769, 0.9993814826011658, 0.9992314577102661, 0.9991894960403442, 0.9989972114562988, 0.9989894032478333, 0.9990164637565613]","[0.07617634534835815, 0.2648499011993408, 0.292392373085022, 0.31626415252685547, 0.3146960139274597, 0.34610849618911743, 0.38063693046569824, 0.3795509338378906, 0.40221136808395386, 0.4984855651855469, 0.5166192054748535, 0.574317216873169, 0.6181150674819946, 0.6580654978752136, 0.6820458173751831, 0.7286008596420288, 0.7398457527160645, 0.7545342445373535, 0.7614086866378784, 0.7749562859535217, 0.7959992289543152, 0.8241543769836426, 0.8490315675735474, 0.8612596988677979, 0.8699499368667603, 0.8751894235610962, 0.8762445449829102, 0.8838750123977661, 0.8940420150756836, 0.9058722257614136, 0.916130542755127, 0.9212329387664795, 0.9268848896026611, 0.9336445331573486, 0.9384348392486572, 0.9453215599060059, 0.9505119919776917, 0.9556332230567932, 0.9601825475692749, 0.9638137817382812, 0.967254102230072, 0.9713969230651855, 0.9758415818214417, 0.9790295362472534, 0.9834408164024353, 0.9870066046714783, 0.9910069704055786, 0.994488000869751, 0.9969612956047058, 0.9990164637565613]"
579,214_6,natural,"[0.22255158424377441, 0.9727609157562256, 0.9703339338302612, 0.9510950446128845, 0.9306985139846802, 0.9036845564842224, 0.900714099407196, 0.8783978819847107, 0.9222449660301208, 0.9239871501922607, 0.9043813943862915, 0.9624732732772827, 0.9454245567321777, 0.9672632217407227, 0.962811291217804, 0.9466708302497864, 0.9742109775543213, 0.9882046580314636, 0.9901542663574219, 0.9885285496711731, 0.9876127243041992, 0.994937002658844, 0.9953129291534424, 0.9942851066589355, 0.988456666469574, 0.9938192963600159, 0.9944519996643066, 0.9940309524536133, 0.9930092096328735, 0.995722770690918, 0.9962218999862671, 0.997185468673706, 0.9978898763656616, 0.9978083968162537, 0.9979211091995239, 0.9986168146133423, 0.9986813068389893, 0.9988203644752502, 0.9988037347793579, 0.9991289973258972, 0.9992122650146484, 0.9989076852798462, 0.9992187023162842, 0.9993114471435547, 0.9993453025817871, 0.9994044303894043, 0.9994349479675293, 0.9989883303642273, 0.9992616176605225, 0.9991272687911987]","[0.08176720142364502, 0.15860670804977417, 0.1831275224685669, 0.21109378337860107, 0.2668343186378479, 0.32662224769592285, 0.39848482608795166, 0.44411134719848633, 0.5274925231933594, 0.555198609828949, 0.6259056329727173, 0.696277379989624, 0.7126787900924683, 0.7541666030883789, 0.7347752451896667, 0.7413493394851685, 0.7915997505187988, 0.8171902894973755, 0.816158652305603, 0.82426518201828, 0.8336900472640991, 0.8398520946502686, 0.8430188298225403, 0.8520898818969727, 0.8628668785095215, 0.8827606439590454, 0.8932784199714661, 0.8991290330886841, 0.9060040712356567, 0.9142245054244995, 0.923072099685669, 0.9304603338241577, 0.9349277019500732, 0.9410475492477417, 0.9460256695747375, 0.9512833952903748, 0.9558736681938171, 0.9606549739837646, 0.9645053744316101, 0.9697386026382446, 0.974365770816803, 0.9781936407089233, 0.9819018840789795, 0.985573410987854, 0.9885100722312927, 0.9908387064933777, 0.9929657578468323, 0.9952187538146973, 0.9978711605072021, 0.9991272687911987]"
595,220_8,natural,"[0.2667248845100403, 0.9520072340965271, 0.9625170230865479, 0.9713369607925415, 0.9699445962905884, 0.9393559098243713, 0.8864626288414001, 0.8850348591804504, 0.851865291595459, 0.9064785242080688, 0.9563816785812378, 0.9606181979179382, 0.9054371118545532, 0.9466586112976074, 0.9589747786521912, 0.9519520998001099, 0.9517618417739868, 0.9445561170578003, 0.9609956741333008, 0.9734580516815186, 0.975413978099823, 0.9759222269058228, 0.9795423746109009, 0.9926134347915649, 0.992917001247406, 0.993121862411499, 0.99444580078125, 0.9942169189453125, 0.9920316338539124, 0.9937945604324341, 0.9973383545875549, 0.9982762336730957, 0.9985932111740112, 0.9989773035049438, 0.9984989166259766, 0.9985448718070984, 0.9985844492912292, 0.9987156391143799, 0.9987115859985352, 0.9989882707595825, 0.9991577863693237, 0.9992666244506836, 0.999650776386261, 0.9996373653411865, 0.9995594620704651, 0.9994268417358398, 0.9991517066955566, 0.9988258481025696, 0.9988222122192383, 0.9989978075027466]","[0.23965299129486084, 0.23437803983688354, 0.2805579900741577, 0.3252136707305908, 0.34967362880706787, 0.3603034019470215, 0.41144007444381714, 0.49929916858673096, 0.5101037621498108, 0.5099625587463379, 0.5142170190811157, 0.5521678924560547, 0.5836426019668579, 0.6500278115272522, 0.6878054738044739, 0.6738097667694092, 0.7244817018508911, 0.7482566833496094, 0.7906832695007324, 0.8091301321983337, 0.8292117118835449, 0.8388427495956421, 0.8397954702377319, 0.8577719330787659, 0.8754416108131409, 0.8829760551452637, 0.8849930167198181, 0.8958690166473389, 0.9046034216880798, 0.915004551410675, 0.9192423820495605, 0.9248483777046204, 0.9342487454414368, 0.9406958222389221, 0.9458924531936646, 0.9515494108200073, 0.9575879573822021, 0.9637027382850647, 0.9682468175888062, 0.9709251523017883, 0.9742246866226196, 0.9766416549682617, 0.9799635410308838, 0.9820585250854492, 0.9838460683822632, 0.9865363836288452, 0.9895687699317932, 0.9932161569595337, 0.9964182376861572, 0.9989978075027466]"
618,227_4,natural,"[0.33143186569213867, 0.9534105062484741, 0.9554356932640076, 0.9461116790771484, 0.9036496877670288, 0.8966681957244873, 0.9062293171882629, 0.8661165833473206, 0.9256447553634644, 0.9518938064575195, 0.9494814276695251, 0.9443861246109009, 0.9800872802734375, 0.9867319464683533, 0.9795824885368347, 0.9726916551589966, 0.9758672714233398, 0.9731815457344055, 0.9754650592803955, 0.9870012402534485, 0.991740882396698, 0.9890108704566956, 0.9847590923309326, 0.98246830701828, 0.9896879196166992, 0.9952600598335266, 0.9976447820663452, 0.9964003562927246, 0.9983695149421692, 0.9984956979751587, 0.9978784322738647, 0.9971961379051208, 0.9972763061523438, 0.9980956315994263, 0.9985853433609009, 0.9986847639083862, 0.9991049766540527, 0.9992042183876038, 0.9993028044700623, 0.999419093132019, 0.9995338916778564, 0.9993938207626343, 0.99845290184021, 0.9986678957939148, 0.9989078640937805, 0.9996145963668823, 0.9995025396347046, 0.9993866086006165, 0.9991617202758789, 0.9990345239639282]","[0.05910825729370117, 0.08731579780578613, 0.10798221826553345, 0.15003126859664917, 0.19136285781860352, 0.2627081871032715, 0.3590409755706787, 0.44074004888534546, 0.582612931728363, 0.6067999601364136, 0.6743029356002808, 0.7048043608665466, 0.7688276171684265, 0.7714636921882629, 0.7888005971908569, 0.7950754165649414, 0.8408371210098267, 0.855143666267395, 0.8608101010322571, 0.8730542659759521, 0.888559103012085, 0.8984687328338623, 0.9017907381057739, 0.9128890037536621, 0.918586015701294, 0.9274607300758362, 0.9298393726348877, 0.9334547519683838, 0.9405839443206787, 0.9456057548522949, 0.9521281719207764, 0.9561899900436401, 0.9614407420158386, 0.965757429599762, 0.9707657098770142, 0.9729697108268738, 0.9751660823822021, 0.9781002998352051, 0.9803770780563354, 0.9829872846603394, 0.9855064749717712, 0.9872728586196899, 0.9896565675735474, 0.9920552968978882, 0.993104100227356, 0.9943102598190308, 0.9956573247909546, 0.996932864189148, 0.9982995986938477, 0.9990345239639282]"
620,228_1,natural,"[0.13737106323242188, 0.9651853442192078, 0.9236471652984619, 0.9269009828567505, 0.9432250261306763, 0.9080217480659485, 0.8628395795822144, 0.8495296835899353, 0.9166767597198486, 0.8982439637184143, 0.934116542339325, 0.9367779493331909, 0.9525766372680664, 0.9311112761497498, 0.9679932594299316, 0.9464259743690491, 0.9559305906295776, 0.9711955785751343, 0.9682362079620361, 0.9870493412017822, 0.9883453845977783, 0.989378035068512, 0.9901461601257324, 0.9879214763641357, 0.9901636838912964, 0.9893184900283813, 0.986762523651123, 0.9870998859405518, 0.9866411685943604, 0.9941494464874268, 0.9948829412460327, 0.994896411895752, 0.9970995783805847, 0.9973881244659424, 0.9980818629264832, 0.9982326030731201, 0.9989566206932068, 0.9986715912818909, 0.9979474544525146, 0.9979528188705444, 0.9980877637863159, 0.9985466003417969, 0.9987035393714905, 0.9992314577102661, 0.9993247985839844, 0.9994096159934998, 0.9993129968643188, 0.9992425441741943, 0.9990319609642029, 0.9991788864135742]","[0.05660867691040039, 0.2211974859237671, 0.24314332008361816, 0.2989274263381958, 0.3271481990814209, 0.3407819867134094, 0.3776765465736389, 0.431460976600647, 0.5064026117324829, 0.5106137990951538, 0.6081677675247192, 0.6349031925201416, 0.6679369211196899, 0.6695214509963989, 0.6627099514007568, 0.6653001308441162, 0.6754835844039917, 0.699517548084259, 0.714464545249939, 0.7330814599990845, 0.7379446029663086, 0.7534791827201843, 0.7739657163619995, 0.7964460849761963, 0.8073318004608154, 0.8214010000228882, 0.8395047187805176, 0.8576958179473877, 0.8754108548164368, 0.8847694396972656, 0.8951008319854736, 0.9072065353393555, 0.913842499256134, 0.916563093662262, 0.9239825010299683, 0.9325979948043823, 0.940049409866333, 0.9463794827461243, 0.9530837535858154, 0.9605852365493774, 0.9669541716575623, 0.9731224775314331, 0.9776327013969421, 0.9796308279037476, 0.9837995767593384, 0.9879539012908936, 0.9914886355400085, 0.9945759773254395, 0.997316837310791, 0.9991788864135742]"
623,229_0,natural,"[0.2822480797767639, 0.9743703007698059, 0.9472693204879761, 0.9207191467285156, 0.9416414499282837, 0.953392505645752, 0.9638783931732178, 0.9644663333892822, 0.9204123020172119, 0.9406417608261108, 0.941624641418457, 0.9492694735527039, 0.9490464329719543, 0.9327162504196167, 0.8833314180374146, 0.9200555086135864, 0.9573931694030762, 0.9738808274269104, 0.9735852479934692, 0.9636514782905579, 0.9709911346435547, 0.9783680438995361, 0.9758707284927368, 0.9757937788963318, 0.986545979976654, 0.9888413548469543, 0.9914495944976807, 0.9833588600158691, 0.9911138415336609, 0.9930421710014343, 0.9866431951522827, 0.992455244064331, 0.996623158454895, 0.9952986836433411, 0.9972971081733704, 0.9965757131576538, 0.9965097308158875, 0.9976779818534851, 0.998689591884613, 0.9984059929847717, 0.9989212155342102, 0.9988773465156555, 0.9989171028137207, 0.9992204904556274, 0.9992572665214539, 0.9992358684539795, 0.9990792870521545, 0.9991880655288696, 0.9990301132202148, 0.9992415904998779]","[0.08921623229980469, 0.10137248039245605, 0.11561965942382812, 0.13254380226135254, 0.16689658164978027, 0.2204815149307251, 0.26119887828826904, 0.28376948833465576, 0.2957417964935303, 0.349098265171051, 0.39046740531921387, 0.4369034767150879, 0.43949568271636963, 0.4506814479827881, 0.48347777128219604, 0.5463221669197083, 0.5292377471923828, 0.5426291227340698, 0.5591083765029907, 0.5783900022506714, 0.6129011511802673, 0.6456631422042847, 0.6768566370010376, 0.7111237049102783, 0.741497278213501, 0.7540764212608337, 0.768218457698822, 0.7780910730361938, 0.8050671815872192, 0.8184303641319275, 0.8359391093254089, 0.8550025224685669, 0.8720947504043579, 0.8859307169914246, 0.8958173990249634, 0.9034550189971924, 0.9099975824356079, 0.9210305213928223, 0.9316301345825195, 0.9392618536949158, 0.9488834738731384, 0.9562290906906128, 0.9645601511001587, 0.9722761511802673, 0.9785067439079285, 0.9842034578323364, 0.988938570022583, 0.9934701919555664, 0.9968705177307129, 0.9992415904998779]"
677,249_3,natural,"[0.2718912363052368, 0.9717776775360107, 0.9798412322998047, 0.9813179969787598, 0.9826226234436035, 0.953974187374115, 0.8234131336212158, 0.784600019454956, 0.8730384111404419, 0.7326599359512329, 0.903179407119751, 0.9613393545150757, 0.9776130318641663, 0.9775059223175049, 0.9761298894882202, 0.9757940173149109, 0.9695861339569092, 0.9712268114089966, 0.9422004222869873, 0.9730571508407593, 0.9647916555404663, 0.9675727486610413, 0.9587923884391785, 0.9762665033340454, 0.9906437397003174, 0.9918371438980103, 0.9937210083007812, 0.9937676191329956, 0.9912893772125244, 0.9898284077644348, 0.9909178018569946, 0.9934673309326172, 0.992508053779602, 0.99595046043396, 0.9961340427398682, 0.9956777691841125, 0.9963065385818481, 0.995378851890564, 0.9957370162010193, 0.9970393776893616, 0.9985356330871582, 0.9985090494155884, 0.9990079998970032, 0.9992159605026245, 0.999264657497406, 0.9993060827255249, 0.999366044998169, 0.9992507100105286, 0.9990794062614441, 0.9991865158081055]","[0.08491051197052002, 0.025147438049316406, 0.03315466642379761, 0.036924123764038086, 0.04224824905395508, 0.04811316728591919, 0.0679827332496643, 0.1652822494506836, 0.2505521774291992, 0.34616124629974365, 0.4916332960128784, 0.5179944038391113, 0.5418095588684082, 0.5691369771957397, 0.6074303388595581, 0.621181309223175, 0.6271081566810608, 0.6333580017089844, 0.6319491267204285, 0.6769763231277466, 0.7032473087310791, 0.7253608107566833, 0.733694314956665, 0.7368409633636475, 0.748664379119873, 0.7675830125808716, 0.7863793969154358, 0.8016027212142944, 0.8241994380950928, 0.8329598903656006, 0.8488340377807617, 0.8684297204017639, 0.8804978132247925, 0.887291431427002, 0.90174400806427, 0.913751482963562, 0.9231922626495361, 0.9313958883285522, 0.9432151317596436, 0.9545633792877197, 0.9622185230255127, 0.9691150784492493, 0.976422131061554, 0.9818114638328552, 0.9856235980987549, 0.9887267351150513, 0.9919508099555969, 0.9945604801177979, 0.9972438812255859, 0.9991865158081055]"
676,249_2,natural,"[0.2828766107559204, 0.9039890170097351, 0.8461960554122925, 0.90913987159729, 0.8921000957489014, 0.859717845916748, 0.9066553115844727, 0.9204249382019043, 0.9619917273521423, 0.9775919914245605, 0.9864559769630432, 0.9829537272453308, 0.9851810932159424, 0.9823289513587952, 0.9758859872817993, 0.9791808724403381, 0.9860408902168274, 0.9798398017883301, 0.9823071360588074, 0.974787712097168, 0.9764697551727295, 0.9885681867599487, 0.9916852116584778, 0.9945356845855713, 0.9956029057502747, 0.9951629638671875, 0.9965961575508118, 0.9974743723869324, 0.9972195625305176, 0.9972102642059326, 0.9947119951248169, 0.9942233562469482, 0.9980056285858154, 0.9974995851516724, 0.9977273344993591, 0.9980442523956299, 0.9988633990287781, 0.9992493391036987, 0.9994158744812012, 0.9995415210723877, 0.999578058719635, 0.9996402263641357, 0.9994708895683289, 0.999652624130249, 0.9997303485870361, 0.9996893405914307, 0.9996881484985352, 0.9995806217193604, 0.9996647834777832, 0.9996161460876465]","[0.1063845157623291, 0.11660116910934448, 0.19835150241851807, 0.3715730309486389, 0.46353960037231445, 0.5421887040138245, 0.6093283891677856, 0.659980058670044, 0.6678664088249207, 0.6670672297477722, 0.6773591041564941, 0.7014963626861572, 0.7224599123001099, 0.7384302020072937, 0.7459789514541626, 0.7426861524581909, 0.7752911448478699, 0.7903685569763184, 0.8001036643981934, 0.8188722133636475, 0.8383651971817017, 0.8638314008712769, 0.8836801052093506, 0.8948756456375122, 0.9024312496185303, 0.9083013534545898, 0.914909839630127, 0.9219458103179932, 0.9265013933181763, 0.9354016780853271, 0.9403101205825806, 0.9480327367782593, 0.9542807936668396, 0.9612627029418945, 0.968321681022644, 0.9722127914428711, 0.9765552282333374, 0.9789491891860962, 0.9811191558837891, 0.9823591709136963, 0.9850298166275024, 0.9870656132698059, 0.9896030426025391, 0.9908158183097839, 0.9925894141197205, 0.9941668510437012, 0.9958434700965881, 0.9973272085189819, 0.9987391233444214, 0.9996161460876465]"
671,247_2,natural,"[0.3181315064430237, 0.9470193386077881, 0.849958062171936, 0.920802652835846, 0.9277100563049316, 0.8859731554985046, 0.9423681497573853, 0.9631474614143372, 0.9577750563621521, 0.9690843820571899, 0.9792219996452332, 0.9754679203033447, 0.9873615503311157, 0.9923568964004517, 0.9910972118377686, 0.9934138059616089, 0.9951066374778748, 0.9892444610595703, 0.9935857653617859, 0.993638277053833, 0.9964855909347534, 0.9989205002784729, 0.998127281665802, 0.9990291595458984, 0.9992847442626953, 0.9988613724708557, 0.99732506275177, 0.9965382218360901, 0.9982333779335022, 0.9994313716888428, 0.9995205998420715, 0.9996060132980347, 0.9996713995933533, 0.9996330142021179, 0.9984311461448669, 0.9988454580307007, 0.999692440032959, 0.9997464418411255, 0.9997931718826294, 0.9998117685317993, 0.9997402429580688, 0.999565601348877, 0.9997697472572327, 0.9997429847717285, 0.9997816681861877, 0.9996716976165771, 0.9996777176856995, 0.9997681975364685, 0.9996270537376404, 0.9996398091316223]","[0.03164631128311157, 0.19928020238876343, 0.24083036184310913, 0.34859365224838257, 0.40654051303863525, 0.5120278000831604, 0.6613950729370117, 0.6921778917312622, 0.7185111045837402, 0.7257327437400818, 0.7493205666542053, 0.7777167558670044, 0.8138787746429443, 0.8264800310134888, 0.8425584435462952, 0.8537877798080444, 0.8701956272125244, 0.8857102394104004, 0.9073629379272461, 0.9228929877281189, 0.9361656904220581, 0.9379630088806152, 0.9412896633148193, 0.9467840790748596, 0.950900137424469, 0.9539845585823059, 0.958270788192749, 0.9618577361106873, 0.963437557220459, 0.9662778973579407, 0.9692080616950989, 0.9725106358528137, 0.9753767251968384, 0.9776346683502197, 0.9800543189048767, 0.9820192456245422, 0.9831819534301758, 0.9845729470252991, 0.9861775636672974, 0.9878461360931396, 0.988803505897522, 0.9897257685661316, 0.9912680387496948, 0.9923303127288818, 0.9939460754394531, 0.9955679178237915, 0.9969169497489929, 0.9979724287986755, 0.9988417625427246, 0.9996398091316223]"
