,id,naturalness,next,final
378,141_2,natural,"[0.21852493286132812, 0.7445636987686157, 0.7487480640411377, 0.8058209419250488, 0.9071817994117737, 0.9195159077644348, 0.9352191686630249, 0.9666725397109985, 0.9848511219024658, 0.9883167743682861, 0.9952674508094788, 0.9969756007194519, 0.9971885681152344, 0.9978119134902954, 0.9975823163986206, 0.9976959228515625]","[0.13281500339508057, 0.42291754484176636, 0.5197247266769409, 0.6681153774261475, 0.7673333883285522, 0.8201028108596802, 0.7923989295959473, 0.8628875613212585, 0.9074244499206543, 0.935725748538971, 0.9557669162750244, 0.9664672613143921, 0.9748036861419678, 0.9853746891021729, 0.9924584627151489, 0.9976959228515625]"
377,140_6,natural,"[0.1991519331932068, 0.7071195244789124, 0.6841610670089722, 0.7817764282226562, 0.8909146785736084, 0.9237545728683472, 0.9438953399658203, 0.9634355306625366, 0.9717822074890137, 0.9837870597839355, 0.9895488023757935, 0.9945998191833496, 0.9960013031959534, 0.9976559281349182, 0.998586893081665, 0.9987420439720154]","[0.11235076189041138, 0.2909785509109497, 0.3703221082687378, 0.6064609289169312, 0.7031476497650146, 0.7846073508262634, 0.8308608531951904, 0.9037454128265381, 0.9293528199195862, 0.9487580060958862, 0.9619203805923462, 0.9764746427536011, 0.9826155304908752, 0.9904291033744812, 0.9956101179122925, 0.9987420439720154]"
376,140_2,natural,"[0.13649004697799683, 0.6976003646850586, 0.8154764175415039, 0.8492780923843384, 0.875199556350708, 0.9237363338470459, 0.9585399627685547, 0.967808723449707, 0.979692280292511, 0.9888588190078735, 0.9945365190505981, 0.9972466826438904, 0.9987047910690308, 0.9990603923797607, 0.9990695118904114, 0.9988319873809814]","[0.08375245332717896, 0.3417915105819702, 0.43306416273117065, 0.5556619167327881, 0.7178804874420166, 0.8176087141036987, 0.8476464748382568, 0.8988577127456665, 0.9165160059928894, 0.944391131401062, 0.9702231884002686, 0.9820402264595032, 0.9887064695358276, 0.9929513931274414, 0.9963208436965942, 0.9988319873809814]"
375,140_1,natural,"[0.1943085789680481, 0.7487669587135315, 0.748066782951355, 0.7959970235824585, 0.9041958451271057, 0.9016910791397095, 0.9415194392204285, 0.9673174619674683, 0.9807018637657166, 0.989924430847168, 0.9929240942001343, 0.9934903383255005, 0.9972735047340393, 0.9987871050834656, 0.9989533424377441, 0.9993302226066589]","[0.1656169295310974, 0.3153742551803589, 0.3743557333946228, 0.5153965950012207, 0.6937776803970337, 0.8022659420967102, 0.8792024850845337, 0.9056777954101562, 0.9369555711746216, 0.9606052041053772, 0.9708856344223022, 0.9788300395011902, 0.9899064302444458, 0.9948409199714661, 0.9974443912506104, 0.9993302226066589]"
392,144_5,natural,"[0.2770947813987732, 0.7966598272323608, 0.7114878296852112, 0.7538923025131226, 0.8515384197235107, 0.8626532554626465, 0.9359692335128784, 0.9466754198074341, 0.9647958278656006, 0.9672572612762451, 0.9787476062774658, 0.990275502204895, 0.9854033589363098, 0.9917193055152893, 0.9946498870849609, 0.9966489672660828]","[0.11896020174026489, 0.16036128997802734, 0.23752093315124512, 0.43235868215560913, 0.6177401542663574, 0.6728852987289429, 0.7596923112869263, 0.8064133524894714, 0.8243246078491211, 0.8536680340766907, 0.89666748046875, 0.9268324375152588, 0.9454790353775024, 0.9703842997550964, 0.9868154525756836, 0.9966489672660828]"
372,139_8,natural,"[0.1930917501449585, 0.7810893058776855, 0.6882221102714539, 0.8164410591125488, 0.8570353984832764, 0.8903842568397522, 0.9298006296157837, 0.953062891960144, 0.9781861901283264, 0.9879473447799683, 0.9945276975631714, 0.995162844657898, 0.9968972206115723, 0.9971818923950195, 0.9969296455383301, 0.9967005848884583]","[0.06992340087890625, 0.325087308883667, 0.44381213188171387, 0.6137776970863342, 0.6708440184593201, 0.70563805103302, 0.8139554858207703, 0.8486143946647644, 0.8903222680091858, 0.9255807399749756, 0.9431547522544861, 0.9579975605010986, 0.9714429974555969, 0.9795196652412415, 0.9889528751373291, 0.9967005848884583]"
370,139_0,natural,"[0.19043374061584473, 0.7561071515083313, 0.85361248254776, 0.8563172817230225, 0.8273505568504333, 0.8617019057273865, 0.8403087854385376, 0.8732381463050842, 0.909248411655426, 0.9801352620124817, 0.9916074275970459, 0.9931982755661011, 0.9949805736541748, 0.9960001707077026, 0.9965841770172119, 0.9968602657318115]","[0.13340628147125244, 0.29711461067199707, 0.37303996086120605, 0.4054396152496338, 0.4515798091888428, 0.5902428030967712, 0.6734649538993835, 0.7116432785987854, 0.8241313695907593, 0.8797533512115479, 0.9203236103057861, 0.9452230930328369, 0.9659753441810608, 0.9812538623809814, 0.9909539818763733, 0.9968602657318115]"
367,138_5,natural,"[0.14818024635314941, 0.6376877427101135, 0.8356484174728394, 0.9099639654159546, 0.9590061902999878, 0.9447582960128784, 0.9678989052772522, 0.969177782535553, 0.9761070013046265, 0.9771501421928406, 0.9820836186408997, 0.9888225793838501, 0.994815468788147, 0.996636688709259, 0.9979870319366455, 0.9981343746185303]","[0.06610321998596191, 0.4498800039291382, 0.7218770980834961, 0.7513829469680786, 0.8386911153793335, 0.8470079898834229, 0.8691097497940063, 0.8571626543998718, 0.8970441222190857, 0.904238224029541, 0.9421803951263428, 0.9675942063331604, 0.9816292524337769, 0.9904215335845947, 0.9944107532501221, 0.9981343746185303]"
366,138_1,natural,"[0.16852104663848877, 0.6031148433685303, 0.7683751583099365, 0.7978807091712952, 0.9153738021850586, 0.9546492099761963, 0.9654912352561951, 0.9760041236877441, 0.9790531992912292, 0.9919193983078003, 0.9937175512313843, 0.9960862994194031, 0.9978045225143433, 0.9985882639884949, 0.998796820640564, 0.9989174604415894]","[0.05128216743469238, 0.27710437774658203, 0.48051661252975464, 0.6274434924125671, 0.7825956344604492, 0.8670775294303894, 0.9044656753540039, 0.9285446405410767, 0.9408285617828369, 0.9604980945587158, 0.970704197883606, 0.9824018478393555, 0.9882096648216248, 0.9928975701332092, 0.9960968494415283, 0.9989174604415894]"
365,137_4,natural,"[0.16915178298950195, 0.7087032198905945, 0.8317190408706665, 0.8754854202270508, 0.9249747395515442, 0.9662663340568542, 0.9775223135948181, 0.9746396541595459, 0.9872936010360718, 0.9923369288444519, 0.9938095808029175, 0.996134340763092, 0.9951677918434143, 0.9968478679656982, 0.9968060255050659, 0.9963506460189819]","[0.0466465950012207, 0.47118592262268066, 0.6505628824234009, 0.7463915944099426, 0.7751182317733765, 0.8054009675979614, 0.8349499702453613, 0.8559214472770691, 0.8967128992080688, 0.9205344915390015, 0.9345710277557373, 0.9496850967407227, 0.9647261500358582, 0.9798092842102051, 0.9900815486907959, 0.9963506460189819]"
364,137_0,natural,"[0.06734699010848999, 0.8504220247268677, 0.8492156267166138, 0.9040015339851379, 0.945451021194458, 0.9690135717391968, 0.9831984639167786, 0.981377363204956, 0.98879474401474, 0.9902533292770386, 0.9931075572967529, 0.997154176235199, 0.9975583553314209, 0.9973559975624084, 0.996321439743042, 0.9952428340911865]","[0.02951902151107788, 0.487770676612854, 0.583768367767334, 0.7164945602416992, 0.7798706293106079, 0.8498262166976929, 0.8750317096710205, 0.8978652358055115, 0.9142147898674011, 0.9365503787994385, 0.9452125430107117, 0.9608486294746399, 0.9704054594039917, 0.9785256385803223, 0.9858227968215942, 0.9952428340911865]"
363,136_8,natural,"[0.1372392177581787, 0.6387649774551392, 0.8614628314971924, 0.8969210386276245, 0.9313645958900452, 0.9649655222892761, 0.9606266617774963, 0.9856041073799133, 0.9852569103240967, 0.9890100955963135, 0.9917511940002441, 0.9947646856307983, 0.9954179525375366, 0.9977723360061646, 0.9980977773666382, 0.9971493482589722]","[0.14517807960510254, 0.4273686408996582, 0.5244848728179932, 0.5853127241134644, 0.7053751349449158, 0.8049522042274475, 0.8691631555557251, 0.8341348767280579, 0.8350938558578491, 0.8803861141204834, 0.9204978942871094, 0.9526889324188232, 0.9725492000579834, 0.9853832125663757, 0.9921608567237854, 0.9971493482589722]"
362,136_7,natural,"[0.09408879280090332, 0.5754126310348511, 0.8145081400871277, 0.9016996622085571, 0.8991302251815796, 0.9372960329055786, 0.9766787886619568, 0.9853813648223877, 0.9819624423980713, 0.9921395778656006, 0.9965819716453552, 0.9977046847343445, 0.9979126453399658, 0.9974458813667297, 0.9969615340232849, 0.996893048286438]","[0.007165193557739258, 0.45214468240737915, 0.5931156277656555, 0.7490023374557495, 0.7847298979759216, 0.8030613660812378, 0.8356840014457703, 0.8719825744628906, 0.8856586217880249, 0.9186874628067017, 0.942240834236145, 0.9581491351127625, 0.9691531658172607, 0.9796481132507324, 0.989378809928894, 0.996893048286438]"
361,136_6,natural,"[0.08898395299911499, 0.6764354109764099, 0.89847332239151, 0.9627856016159058, 0.97013258934021, 0.9799773097038269, 0.9830260276794434, 0.9892048835754395, 0.9973334670066833, 0.9974242448806763, 0.9983100891113281, 0.9982118606567383, 0.9979338049888611, 0.9972813129425049, 0.9965592622756958, 0.9962961673736572]","[0.06584376096725464, 0.6100395917892456, 0.7080140113830566, 0.7899606227874756, 0.8409363627433777, 0.8668512105941772, 0.8929331302642822, 0.9229666590690613, 0.9308872222900391, 0.9348131418228149, 0.942803144454956, 0.9523504972457886, 0.962276816368103, 0.9742714166641235, 0.9866803884506226, 0.9962961673736572]"
360,136_5,natural,"[0.10908699035644531, 0.735105037689209, 0.8456898927688599, 0.9089454412460327, 0.9508576989173889, 0.9737929105758667, 0.9763988852500916, 0.9857314825057983, 0.99151211977005, 0.9912601113319397, 0.9916574954986572, 0.9925990104675293, 0.9948768615722656, 0.9942944645881653, 0.993069052696228, 0.9946953654289246]","[0.08186876773834229, 0.5636550188064575, 0.5724146366119385, 0.6436731219291687, 0.7460184097290039, 0.7672967910766602, 0.7827754020690918, 0.7934048175811768, 0.8233872652053833, 0.839672327041626, 0.8655557036399841, 0.8987774848937988, 0.9300637245178223, 0.9555007815361023, 0.978373110294342, 0.9946953654289246]"
359,136_4,natural,"[0.09985756874084473, 0.6382206082344055, 0.9328804016113281, 0.9686569571495056, 0.9821448922157288, 0.9798336029052734, 0.991384744644165, 0.9937781691551208, 0.9908841848373413, 0.9927235245704651, 0.9924817085266113, 0.9935795068740845, 0.9940111041069031, 0.9957132339477539, 0.9957947731018066, 0.9961839318275452]","[0.1373996138572693, 0.4997686743736267, 0.6385244727134705, 0.6667426824569702, 0.7081654071807861, 0.7369593381881714, 0.7749648690223694, 0.7897988557815552, 0.8063433170318604, 0.8326138854026794, 0.8695403337478638, 0.908402681350708, 0.9414966106414795, 0.968012809753418, 0.985190749168396, 0.9961839318275452]"
358,136_3,natural,"[0.12800180912017822, 0.7420004606246948, 0.7503846883773804, 0.932878315448761, 0.9570052027702332, 0.9850876927375793, 0.9950100183486938, 0.996570348739624, 0.9964165091514587, 0.9963083863258362, 0.9967330098152161, 0.9962416887283325, 0.9958345890045166, 0.9957224726676941, 0.9956920742988586, 0.9963221549987793]","[0.051539480686187744, 0.49816662073135376, 0.5816243886947632, 0.7104984521865845, 0.7817787528038025, 0.8279889822006226, 0.8503116369247437, 0.8598897457122803, 0.8697235584259033, 0.8814440369606018, 0.8993929624557495, 0.9218864440917969, 0.9460047483444214, 0.9679834842681885, 0.9851900935173035, 0.9963221549987793]"
357,136_2,natural,"[0.1144176721572876, 0.729226291179657, 0.8827967047691345, 0.9645646810531616, 0.9660844802856445, 0.9745966196060181, 0.9900444746017456, 0.9953389167785645, 0.9979819059371948, 0.9966442584991455, 0.9960722923278809, 0.9960982799530029, 0.9950966835021973, 0.9960871934890747, 0.9954724311828613, 0.9940569996833801]","[0.09995776414871216, 0.5608587265014648, 0.7115230560302734, 0.7766780853271484, 0.7752530574798584, 0.7978867888450623, 0.8499691486358643, 0.8700516819953918, 0.8719062805175781, 0.8813492059707642, 0.9026225209236145, 0.9247634410858154, 0.9455868005752563, 0.9642642140388489, 0.98064786195755, 0.9940569996833801]"
356,136_1,natural,"[0.1074332594871521, 0.7493151426315308, 0.8683751225471497, 0.8949185609817505, 0.9771813154220581, 0.992823600769043, 0.9948315620422363, 0.995286762714386, 0.9904189109802246, 0.9801201224327087, 0.9878262281417847, 0.9950054883956909, 0.9968516826629639, 0.9962682723999023, 0.9944614171981812, 0.9946207404136658]","[0.07334524393081665, 0.5525521039962769, 0.557645320892334, 0.673269510269165, 0.8058024644851685, 0.8318145275115967, 0.8426528573036194, 0.8464550971984863, 0.8631139993667603, 0.8922243714332581, 0.9188727140426636, 0.939791202545166, 0.9497589468955994, 0.9656118154525757, 0.9810677170753479, 0.9946207404136658]"
371,139_2,natural,"[0.2256871461868286, 0.7440019249916077, 0.8477790355682373, 0.8400797247886658, 0.8796344995498657, 0.9402757287025452, 0.9449349641799927, 0.9745001792907715, 0.9824532270431519, 0.9839398860931396, 0.9913010597229004, 0.9955288171768188, 0.9946958422660828, 0.9973942637443542, 0.9970235824584961, 0.9960387945175171]","[0.05702555179595947, 0.34652483463287354, 0.5003495216369629, 0.5937198996543884, 0.6500436067581177, 0.7407941222190857, 0.7850526571273804, 0.8403342366218567, 0.8650318384170532, 0.8971246480941772, 0.9320518374443054, 0.9475040435791016, 0.9634188413619995, 0.9779103994369507, 0.9879475831985474, 0.9960387945175171]"
393,144_8,natural,"[0.23510944843292236, 0.544029176235199, 0.7482179403305054, 0.7968720197677612, 0.9629437327384949, 0.9705818891525269, 0.9675849080085754, 0.9895591735839844, 0.9915177822113037, 0.9934877157211304, 0.9948793649673462, 0.9967659711837769, 0.9967471957206726, 0.9974128007888794, 0.9984466433525085, 0.9974892735481262]","[0.029170870780944824, 0.11592745780944824, 0.48473507165908813, 0.6523967981338501, 0.8030827045440674, 0.861971378326416, 0.8812220692634583, 0.9135575890541077, 0.9256778359413147, 0.9414306879043579, 0.9576752781867981, 0.9717004895210266, 0.9810903072357178, 0.9888306856155396, 0.9938808679580688, 0.9974892735481262]"
394,145_2,natural,"[0.18662911653518677, 0.471088707447052, 0.7404966354370117, 0.8516444563865662, 0.9026126861572266, 0.9411484003067017, 0.9567832946777344, 0.9638195633888245, 0.9822483062744141, 0.9887394309043884, 0.9910778999328613, 0.9927476048469543, 0.9946523308753967, 0.9968305230140686, 0.997698962688446, 0.9979150891304016]","[0.05813676118850708, 0.16774135828018188, 0.49929875135421753, 0.5870473384857178, 0.6764215230941772, 0.7621269226074219, 0.8073438405990601, 0.8609524369239807, 0.9086607694625854, 0.9307916164398193, 0.9454951286315918, 0.9594899415969849, 0.974682092666626, 0.9863893985748291, 0.9935501217842102, 0.9979150891304016]"
395,145_5,natural,"[0.21319633722305298, 0.6872824430465698, 0.6440995931625366, 0.768174409866333, 0.860951840877533, 0.9251486659049988, 0.9498776793479919, 0.9654960632324219, 0.9757938385009766, 0.9808599352836609, 0.9867983460426331, 0.9910986423492432, 0.993975818157196, 0.9954530000686646, 0.9956313967704773, 0.9966066479682922]","[0.09966802597045898, 0.22581958770751953, 0.3633077144622803, 0.5682568550109863, 0.6828645467758179, 0.7482941150665283, 0.8014389872550964, 0.8631516098976135, 0.8953995108604431, 0.9088781476020813, 0.9317951798439026, 0.9521335959434509, 0.9630392789840698, 0.9757977724075317, 0.9880311489105225, 0.9966066479682922]"
446,165_2,natural,"[0.22843867540359497, 0.8044281005859375, 0.8437249660491943, 0.7536062598228455, 0.8008520603179932, 0.7807748317718506, 0.8840910792350769, 0.8619794845581055, 0.9545314311981201, 0.947661280632019, 0.9737945795059204, 0.9766917824745178, 0.9814677238464355, 0.9841306209564209, 0.9871596097946167, 0.9944356679916382]","[0.09303784370422363, 0.17633509635925293, 0.28804636001586914, 0.3297632932662964, 0.4709618091583252, 0.6067206859588623, 0.6824473142623901, 0.7622531652450562, 0.796028196811676, 0.8187830448150635, 0.8748044967651367, 0.9027395248413086, 0.9256242513656616, 0.9374160766601562, 0.9715383052825928, 0.9944356679916382]"
445,164_5,natural,"[0.14959347248077393, 0.7127684950828552, 0.9233826994895935, 0.9299948215484619, 0.9612378478050232, 0.9710599184036255, 0.9788820147514343, 0.987118124961853, 0.9914956092834473, 0.991749107837677, 0.9939765334129333, 0.9947272539138794, 0.9953929781913757, 0.9958158135414124, 0.9959344863891602, 0.9963020086288452]","[0.07257658243179321, 0.4397389888763428, 0.6375669836997986, 0.6957318782806396, 0.6634145975112915, 0.7149098515510559, 0.7716119289398193, 0.812675952911377, 0.8356702327728271, 0.8693217039108276, 0.8970882296562195, 0.9226343631744385, 0.9489771127700806, 0.9698070287704468, 0.9857416152954102, 0.9963020086288452]"
444,164_4,natural,"[0.10097557306289673, 0.7612073421478271, 0.8290184736251831, 0.8875051140785217, 0.9735015630722046, 0.9784500002861023, 0.9874429106712341, 0.9891029000282288, 0.9875205755233765, 0.9919689297676086, 0.9954425096511841, 0.9958650469779968, 0.9964245557785034, 0.9972695112228394, 0.9978582859039307, 0.9958257079124451]","[0.040764570236206055, 0.3992581367492676, 0.5024325251579285, 0.631393551826477, 0.7526980638504028, 0.7836953401565552, 0.8266750574111938, 0.8574568033218384, 0.8795876502990723, 0.91225665807724, 0.9330590963363647, 0.9502211809158325, 0.9640471935272217, 0.9788463115692139, 0.9893798828125, 0.9958257079124451]"
441,162_6,natural,"[0.16455554962158203, 0.8096678853034973, 0.8019206523895264, 0.7281668186187744, 0.8902544975280762, 0.9336318373680115, 0.9564610719680786, 0.9339905977249146, 0.9719250202178955, 0.9793128967285156, 0.9886451959609985, 0.9901785850524902, 0.9935600757598877, 0.993797242641449, 0.9950401782989502, 0.9950245022773743]","[-0.0114288330078125, 0.3193856477737427, 0.42795002460479736, 0.5383327007293701, 0.6815434694290161, 0.7714100480079651, 0.7872684001922607, 0.8152900338172913, 0.8659186959266663, 0.876747727394104, 0.8942750692367554, 0.9195826053619385, 0.9484485983848572, 0.9683800935745239, 0.9829544425010681, 0.9950245022773743]"
440,162_2,natural,"[0.20825541019439697, 0.689328670501709, 0.775894045829773, 0.883985161781311, 0.9165287613868713, 0.9594687223434448, 0.9505401849746704, 0.970515787601471, 0.9879447221755981, 0.987992525100708, 0.9886059761047363, 0.9912172555923462, 0.9816164970397949, 0.9901316165924072, 0.9894554615020752, 0.9957563281059265]","[0.015565335750579834, 0.2511705756187439, 0.4619048237800598, 0.6280492544174194, 0.7413207292556763, 0.8006025552749634, 0.8174660205841064, 0.853695273399353, 0.8910269141197205, 0.9057684540748596, 0.91105055809021, 0.9087802767753601, 0.923121452331543, 0.9587546586990356, 0.9788691997528076, 0.9957563281059265]"
439,162_1,natural,"[0.11568355560302734, 0.7258269190788269, 0.8379181623458862, 0.885351836681366, 0.9358460903167725, 0.9448826313018799, 0.981428861618042, 0.9903707504272461, 0.9914695024490356, 0.9831411242485046, 0.9830584526062012, 0.9916163682937622, 0.9965479969978333, 0.9963457584381104, 0.9946411848068237, 0.9939554333686829]","[0.006966292858123779, 0.43465811014175415, 0.516543984413147, 0.6392713785171509, 0.739302396774292, 0.7888165712356567, 0.823692798614502, 0.8524013757705688, 0.8707632422447205, 0.8897055387496948, 0.9038560390472412, 0.9398149251937866, 0.957522451877594, 0.9721428155899048, 0.9847171902656555, 0.9939554333686829]"
438,162_0,natural,"[0.18695521354675293, 0.7676975727081299, 0.6684339046478271, 0.7426728010177612, 0.8300201892852783, 0.8816862106323242, 0.9238823652267456, 0.9753777384757996, 0.9834645390510559, 0.9877912998199463, 0.9871560335159302, 0.9924979209899902, 0.9926140904426575, 0.9954472184181213, 0.9952526092529297, 0.9934000968933105]","[0.008757710456848145, 0.26089566946029663, 0.300733745098114, 0.5441653728485107, 0.6238071918487549, 0.7095696926116943, 0.7372626662254333, 0.8011566400527954, 0.8254319429397583, 0.8598717451095581, 0.8901269435882568, 0.9187029004096985, 0.9459924697875977, 0.9668937921524048, 0.9815977811813354, 0.9934000968933105]"
434,160_8,natural,"[0.21013295650482178, 0.6937499046325684, 0.7082672119140625, 0.8756155967712402, 0.913745105266571, 0.9074963331222534, 0.9384773969650269, 0.9662247896194458, 0.9759440422058105, 0.9650270938873291, 0.9904022812843323, 0.9945725798606873, 0.9981889128684998, 0.9987149834632874, 0.9988337159156799, 0.9988729357719421]","[0.09517717361450195, 0.29394519329071045, 0.4700615406036377, 0.6900049448013306, 0.8043257594108582, 0.7982450127601624, 0.8700206279754639, 0.9269750714302063, 0.9385130405426025, 0.9358252286911011, 0.9690587520599365, 0.984593391418457, 0.9925755262374878, 0.9948410987854004, 0.9970710277557373, 0.9988729357719421]"
433,160_2,natural,"[0.21799975633621216, 0.4665076732635498, 0.9027961492538452, 0.9131428003311157, 0.9435281753540039, 0.9415338039398193, 0.9717618227005005, 0.9834117889404297, 0.984797477722168, 0.9907218813896179, 0.9910718202590942, 0.9952052235603333, 0.9969878196716309, 0.9984863996505737, 0.9988293647766113, 0.9987788796424866]","[0.08650088310241699, 0.28231823444366455, 0.6969549059867859, 0.7706412672996521, 0.8564302325248718, 0.8695700168609619, 0.9125686883926392, 0.9305284023284912, 0.9290350079536438, 0.9472365379333496, 0.9625206589698792, 0.9796116352081299, 0.9874476194381714, 0.9928327202796936, 0.9962337017059326, 0.9987788796424866]"
