,id,naturalness,next,final
378,141_2,natural,"[0.2322368621826172, 0.6683573722839355, 0.7744001746177673, 0.9022597670555115, 0.9055862426757812, 0.973308801651001, 0.9906957149505615, 0.9948422908782959, 0.994020402431488, 0.9928295016288757]","[0.13137346506118774, 0.4694763422012329, 0.7026271224021912, 0.8194229602813721, 0.811233639717102, 0.9127554893493652, 0.9507725834846497, 0.9658788442611694, 0.9803237318992615, 0.9928295016288757]"
377,140_6,natural,"[0.15922534465789795, 0.6128058433532715, 0.8278144598007202, 0.9006068110466003, 0.9396028518676758, 0.960137128829956, 0.9834797382354736, 0.9922192096710205, 0.9964250922203064, 0.9971029758453369]","[0.11314564943313599, 0.3497862219810486, 0.6896106004714966, 0.782522439956665, 0.8721466064453125, 0.9295788407325745, 0.9591025114059448, 0.9778303503990173, 0.9904743432998657, 0.9971029758453369]"
376,140_2,natural,"[0.0994722843170166, 0.6912820339202881, 0.7352381348609924, 0.9114195108413696, 0.9441992044448853, 0.9720531702041626, 0.9896639585494995, 0.9967077970504761, 0.9976333379745483, 0.9962441325187683]","[0.08640599250793457, 0.3679473400115967, 0.6039333343505859, 0.8143196702003479, 0.875281572341919, 0.9213855266571045, 0.9656681418418884, 0.9827779531478882, 0.9900673031806946, 0.9962441325187683]"
375,140_1,natural,"[0.19359874725341797, 0.5870062708854675, 0.7726661562919617, 0.8793563842773438, 0.9548143148422241, 0.9769969582557678, 0.9875183701515198, 0.9943294525146484, 0.9975991249084473, 0.9985950589179993]","[0.16714048385620117, 0.35191744565963745, 0.5538233518600464, 0.8005728721618652, 0.9057782888412476, 0.9448602199554443, 0.9693000316619873, 0.9864311814308167, 0.994565486907959, 0.9985950589179993]"
392,144_5,natural,"[0.2729176878929138, 0.567832350730896, 0.6720831394195557, 0.8228316903114319, 0.8825454711914062, 0.9306039214134216, 0.9646618962287903, 0.9728810787200928, 0.985306978225708, 0.9924052953720093]","[0.12536686658859253, 0.19469022750854492, 0.43341124057769775, 0.6681129336357117, 0.7793830633163452, 0.8213996887207031, 0.892026424407959, 0.9319537878036499, 0.9718917012214661, 0.9924052953720093]"
372,139_8,natural,"[0.1671692132949829, 0.6162924766540527, 0.8304188251495361, 0.8199688196182251, 0.9359506368637085, 0.9684741497039795, 0.9879640340805054, 0.9923201203346252, 0.9924561381340027, 0.9912067651748657]","[0.07373613119125366, 0.4195650815963745, 0.6307308673858643, 0.6999911069869995, 0.8372235298156738, 0.8897721767425537, 0.9318634867668152, 0.9572969675064087, 0.9732683300971985, 0.9912067651748657]"
370,139_0,natural,"[0.21652323007583618, 0.7234902381896973, 0.7372332811355591, 0.7674288749694824, 0.7945090532302856, 0.9615494608879089, 0.9818552136421204, 0.9879215955734253, 0.9918385744094849, 0.9919538497924805]","[0.13498181104660034, 0.3483971357345581, 0.3982055187225342, 0.5800955295562744, 0.660035252571106, 0.861276388168335, 0.9135629534721375, 0.9538307189941406, 0.9787380695343018, 0.9919538497924805]"
367,138_5,natural,"[0.07834374904632568, 0.7607621550559998, 0.9093491435050964, 0.908730149269104, 0.9423705339431763, 0.9660065174102783, 0.9694384336471558, 0.9905739426612854, 0.9954615831375122, 0.9941480755805969]","[0.06768018007278442, 0.6519660353660583, 0.7767022848129272, 0.8428341150283813, 0.8496273159980774, 0.8924155235290527, 0.9375780820846558, 0.9742220640182495, 0.9881565570831299, 0.9941480755805969]"
366,138_1,natural,"[0.17285269498825073, 0.6660408973693848, 0.8114008903503418, 0.9281448125839233, 0.9603605270385742, 0.9768948554992676, 0.9887085556983948, 0.995145857334137, 0.9972490668296814, 0.9972826242446899]","[0.05406612157821655, 0.43211013078689575, 0.6928615570068359, 0.8665018081665039, 0.9177044630050659, 0.9454827308654785, 0.9684238433837891, 0.984578013420105, 0.9919617176055908, 0.9972826242446899]"
365,137_4,natural,"[0.13027477264404297, 0.807611346244812, 0.8603084683418274, 0.9503654837608337, 0.9618747234344482, 0.9822454452514648, 0.9882806539535522, 0.990585207939148, 0.992851972579956, 0.9895545840263367]","[0.05133539438247681, 0.6400816440582275, 0.7469146251678467, 0.7985455989837646, 0.8381564617156982, 0.8943929672241211, 0.9225851893424988, 0.9482091069221497, 0.9732199311256409, 0.9895545840263367]"
364,137_0,natural,"[0.056719064712524414, 0.7671316862106323, 0.9100468158721924, 0.9548517465591431, 0.9718361496925354, 0.976637065410614, 0.989478588104248, 0.9942501783370972, 0.9925352334976196, 0.9856469631195068]","[0.03674781322479248, 0.5501152276992798, 0.7323372960090637, 0.8351924419403076, 0.8750545382499695, 0.9057743549346924, 0.9286776781082153, 0.9525626301765442, 0.9667820930480957, 0.9856469631195068]"
363,136_8,natural,"[0.13904327154159546, 0.7718409299850464, 0.8020312786102295, 0.9617747068405151, 0.9671595096588135, 0.9709376692771912, 0.9818313121795654, 0.9894583821296692, 0.9950234889984131, 0.9930871725082397]","[0.1505115032196045, 0.4601454734802246, 0.5841596126556396, 0.7950766086578369, 0.8476987481117249, 0.8402014970779419, 0.911632776260376, 0.9602341055870056, 0.9820019006729126, 0.9930871725082397]"
362,136_7,natural,"[0.10165929794311523, 0.6546047925949097, 0.8660998344421387, 0.9107716083526611, 0.9719976186752319, 0.9708977341651917, 0.9924161434173584, 0.9947450160980225, 0.992866575717926, 0.991339921951294]","[0.007030844688415527, 0.5228895545005798, 0.7629424929618835, 0.792229950428009, 0.8498417139053345, 0.8813745379447937, 0.9303423166275024, 0.9551548361778259, 0.9743257164955139, 0.991339921951294]"
361,136_6,natural,"[0.04885709285736084, 0.8070352077484131, 0.9438153505325317, 0.9585437774658203, 0.9787096381187439, 0.9952993392944336, 0.9957275390625, 0.9945758581161499, 0.9916267991065979, 0.9899755716323853]","[0.06917566061019897, 0.6917871236801147, 0.7871906161308289, 0.8508850336074829, 0.9004279971122742, 0.9170074462890625, 0.9279031753540039, 0.9445754885673523, 0.9674110412597656, 0.9899755716323853]"
360,136_5,natural,"[0.11333471536636353, 0.7851758599281311, 0.8805849552154541, 0.9568099975585938, 0.9749078750610352, 0.9836764335632324, 0.9796446561813354, 0.9850050806999207, 0.9841060638427734, 0.9861852526664734]","[0.08778321743011475, 0.5335683226585388, 0.6741446256637573, 0.7457321882247925, 0.7655296325683594, 0.8069324493408203, 0.8421018123626709, 0.9010499715805054, 0.9508016109466553, 0.9861852526664734]"
359,136_4,natural,"[0.11421442031860352, 0.8415863513946533, 0.9545233845710754, 0.9675915837287903, 0.9853647947311401, 0.9810093641281128, 0.9813469648361206, 0.9850340485572815, 0.988823413848877, 0.9906830787658691]","[0.14262259006500244, 0.5528936386108398, 0.6609293222427368, 0.7189378142356873, 0.7695703506469727, 0.7982213497161865, 0.8541899919509888, 0.91727215051651, 0.9639119505882263, 0.9906830787658691]"
358,136_3,natural,"[0.10957098007202148, 0.6881573796272278, 0.8873124122619629, 0.9748923778533936, 0.990847110748291, 0.9927307367324829, 0.9911227226257324, 0.9887176752090454, 0.9885992407798767, 0.9902129769325256]","[0.05544435977935791, 0.5399044752120972, 0.7017889022827148, 0.8109433650970459, 0.8392752408981323, 0.856309711933136, 0.8816133737564087, 0.9217163324356079, 0.9623677730560303, 0.9902129769325256]"
357,136_2,natural,"[0.11149793863296509, 0.823104977607727, 0.9456769227981567, 0.9562085866928101, 0.9894161224365234, 0.9934175610542297, 0.9903208613395691, 0.9885802865028381, 0.9890298247337341, 0.9837258458137512]","[0.10521876811981201, 0.6662849187850952, 0.7676833868026733, 0.7812917828559875, 0.847116231918335, 0.8543897867202759, 0.8839160203933716, 0.9216131567955017, 0.9535928964614868, 0.9837258458137512]"
356,136_1,natural,"[0.1327715516090393, 0.7667903900146484, 0.8866502046585083, 0.9845433235168457, 0.9901409149169922, 0.962716817855835, 0.9781426191329956, 0.9920198917388916, 0.9873999953269958, 0.9859176278114319]","[0.07764041423797607, 0.5154135227203369, 0.6901800632476807, 0.8112910389900208, 0.82541823387146, 0.8515897989273071, 0.9022315740585327, 0.9284336566925049, 0.9559129476547241, 0.9859176278114319]"
371,139_2,natural,"[0.20269232988357544, 0.688072144985199, 0.7833908796310425, 0.9001966714859009, 0.948276937007904, 0.9650318026542664, 0.9857136607170105, 0.9892077445983887, 0.9929021596908569, 0.9895844459533691]","[0.061829566955566406, 0.44906580448150635, 0.604447066783905, 0.7308145761489868, 0.8180381655693054, 0.8647804260253906, 0.9218798875808716, 0.9460577368736267, 0.9712235927581787, 0.9895844459533691]"
393,144_8,natural,"[0.12908846139907837, 0.5995444059371948, 0.8442513942718506, 0.9480942487716675, 0.9762452840805054, 0.9850019216537476, 0.9896211624145508, 0.9933538436889648, 0.9961032867431641, 0.9930280447006226]","[0.03414660692214966, 0.36496955156326294, 0.7097020149230957, 0.8546038866043091, 0.8979727625846863, 0.920121431350708, 0.9486202001571655, 0.9718547463417053, 0.9854699969291687, 0.9930280447006226]"
394,145_2,natural,"[0.21765685081481934, 0.49234288930892944, 0.818301260471344, 0.9104171991348267, 0.9258288741111755, 0.9764041900634766, 0.9832038879394531, 0.9881560802459717, 0.993993878364563, 0.9949170351028442]","[0.0635448694229126, 0.34207284450531006, 0.6311848163604736, 0.7560527324676514, 0.8265146017074585, 0.9158841371536255, 0.9392449259757996, 0.9652411341667175, 0.985038161277771, 0.9949170351028442]"
395,145_5,natural,"[0.23187875747680664, 0.47167038917541504, 0.7773493528366089, 0.8939328193664551, 0.9357063174247742, 0.9635328650474548, 0.9742535948753357, 0.9876251816749573, 0.9888918399810791, 0.9923520684242249]","[0.1052008867263794, 0.26892203092575073, 0.6191741228103638, 0.7405999302864075, 0.8404213190078735, 0.8988322615623474, 0.9248288869857788, 0.9525414705276489, 0.9740666151046753, 0.9923520684242249]"
446,165_2,natural,"[0.22272425889968872, 0.7426617741584778, 0.6048356294631958, 0.7418903708457947, 0.8042045831680298, 0.93559730052948, 0.9530893564224243, 0.9658684134483337, 0.967340350151062, 0.9855276346206665]","[0.09744834899902344, 0.23049861192703247, 0.32642555236816406, 0.5987890958786011, 0.7123678922653198, 0.7952167391777039, 0.8627102971076965, 0.9093301296234131, 0.9341556429862976, 0.9855276346206665]"
445,164_5,natural,"[0.13655269145965576, 0.8414011001586914, 0.934800386428833, 0.9518341422080994, 0.9715002179145813, 0.9794124960899353, 0.986894428730011, 0.9879048466682434, 0.989167332649231, 0.9896873235702515]","[0.07922130823135376, 0.5778226852416992, 0.6716340780258179, 0.7028384208679199, 0.7911201119422913, 0.829473078250885, 0.8814722299575806, 0.9267471432685852, 0.9635944366455078, 0.9896873235702515]"
444,164_4,natural,"[0.1542825698852539, 0.7633446455001831, 0.9169507622718811, 0.9587690830230713, 0.9739825129508972, 0.9741747975349426, 0.9906538128852844, 0.992093563079834, 0.9938597679138184, 0.9909787774085999]","[0.04399597644805908, 0.45172393321990967, 0.6762582063674927, 0.7733449339866638, 0.8374385833740234, 0.8746654391288757, 0.9223361015319824, 0.9496824741363525, 0.9750552177429199, 0.9909787774085999]"
441,162_6,natural,"[0.11377376317977905, 0.7163095474243164, 0.7629719972610474, 0.8942127227783203, 0.9132013320922852, 0.9660386443138123, 0.9774491190910339, 0.9856034517288208, 0.9885459542274475, 0.9873248338699341]","[-0.0032688379287719727, 0.3586830496788025, 0.5245565176010132, 0.7655771970748901, 0.7914249897003174, 0.8626043200492859, 0.8818886280059814, 0.9274879097938538, 0.962170422077179, 0.9873248338699341]"
440,162_2,natural,"[0.12404799461364746, 0.7213829755783081, 0.8329113721847534, 0.9285204410552979, 0.9510483741760254, 0.9747897982597351, 0.9842168092727661, 0.9709681272506714, 0.9836976528167725, 0.9904685616493225]","[0.022465884685516357, 0.4604969024658203, 0.6571948528289795, 0.7904192209243774, 0.8290576934814453, 0.8838677406311035, 0.8993819952011108, 0.9114246964454651, 0.9616490602493286, 0.9904685616493225]"
439,162_1,natural,"[0.14149808883666992, 0.740986704826355, 0.8493696451187134, 0.9269358515739441, 0.9793989062309265, 0.9734907150268555, 0.9703731536865234, 0.9909496307373047, 0.9883706569671631, 0.9833794832229614]","[0.01673179864883423, 0.4731072187423706, 0.679060697555542, 0.7686530947685242, 0.8261809349060059, 0.8576726913452148, 0.8854628205299377, 0.9382438063621521, 0.9650107622146606, 0.9833794832229614]"
438,162_0,natural,"[0.19619148969650269, 0.5107508897781372, 0.6902697086334229, 0.8419103026390076, 0.9504772424697876, 0.9709495902061462, 0.9758780002593994, 0.9825811982154846, 0.9890776872634888, 0.9803718328475952]","[0.018376529216766357, 0.24115121364593506, 0.5374033451080322, 0.7009115219116211, 0.7679029703140259, 0.8188763856887817, 0.8698970079421997, 0.9183681607246399, 0.9541952013969421, 0.9803718328475952]"
434,160_8,natural,"[0.1850985288619995, 0.5458481311798096, 0.8819931745529175, 0.8941185474395752, 0.9450138807296753, 0.962836503982544, 0.9833246469497681, 0.9958350658416748, 0.9977459907531738, 0.9976723194122314]","[0.09520065784454346, 0.3580993413925171, 0.7553542256355286, 0.7975825071334839, 0.909755289554596, 0.9370450973510742, 0.9693137407302856, 0.9902795553207397, 0.9945254921913147, 0.9976723194122314]"
433,160_2,natural,"[0.13060599565505981, 0.7390248775482178, 0.9118331074714661, 0.9344486594200134, 0.9674670696258545, 0.9778549671173096, 0.9825040102005005, 0.993748128414154, 0.9969134330749512, 0.9959871768951416]","[0.08634936809539795, 0.6066893339157104, 0.8213071823120117, 0.8686717748641968, 0.9282592535018921, 0.9321658611297607, 0.9590098857879639, 0.9809792041778564, 0.9901789426803589, 0.9959871768951416]"
432,160_1,natural,"[0.14917826652526855, 0.7316493391990662, 0.8797905445098877, 0.9203542470932007, 0.9682572484016418, 0.9880099296569824, 0.9939751029014587, 0.9972765445709229, 0.9977902173995972, 0.9963940382003784]","[0.06334936618804932, 0.6249081492424011, 0.8076055645942688, 0.8835527896881104, 0.932991623878479, 0.9656445980072021, 0.9766238927841187, 0.9873301982879639, 0.9921765327453613, 0.9963940382003784]"
431,160_0,natural,"[0.17517507076263428, 0.6613191366195679, 0.8158817291259766, 0.9535542726516724, 0.9692897200584412, 0.98451828956604, 0.990375280380249, 0.9929555058479309, 0.997016429901123, 0.9962007403373718]","[0.06983745098114014, 0.4988842010498047, 0.7558467984199524, 0.9034956693649292, 0.9360588788986206, 0.9548601508140564, 0.9666957855224609, 0.9789709448814392, 0.9910187721252441, 0.9962007403373718]"
429,159_7,natural,"[0.2638176679611206, 0.6098194718360901, 0.8861863613128662, 0.9120393991470337, 0.9309592247009277, 0.967117428779602, 0.9822770357131958, 0.987454891204834, 0.9898619651794434, 0.9895262718200684]","[0.13087981939315796, 0.40035343170166016, 0.6102471351623535, 0.663070797920227, 0.7710270881652832, 0.8728532791137695, 0.9057061672210693, 0.934475839138031, 0.9671124815940857, 0.9895262718200684]"
426,157_7,natural,"[0.17506980895996094, 0.6118122935295105, 0.8309934139251709, 0.8748283386230469, 0.9601923227310181, 0.9640989303588867, 0.9809881448745728, 0.9903651475906372, 0.9927582740783691, 0.9934024810791016]","[0.048118412494659424, 0.38891535997390747, 0.6427338719367981, 0.7343659996986389, 0.808774471282959, 0.857715904712677, 0.9165475368499756, 0.9545427560806274, 0.9790584444999695, 0.9934024810791016]"
425,157_5,natural,"[0.16272234916687012, 0.6120593547821045, 0.7541912794113159, 0.8574346303939819, 0.8944685459136963, 0.9477089047431946, 0.9745040535926819, 0.9837060570716858, 0.99120032787323, 0.9897463321685791]","[-0.0012354850769042969, 0.3615659475326538, 0.5726392269134521, 0.6903049945831299, 0.7045875191688538, 0.8447474241256714, 0.909186840057373, 0.9458015561103821, 0.9689789414405823, 0.9897463321685791]"
418,155_0,natural,"[0.20243215560913086, 0.772070050239563, 0.8737542629241943, 0.835902214050293, 0.9271060824394226, 0.9672045707702637, 0.9678413271903992, 0.9844952821731567, 0.9903240203857422, 0.9791988730430603]","[0.13861072063446045, 0.4949754476547241, 0.5479683876037598, 0.628760814666748, 0.7744317650794983, 0.8279985785484314, 0.8704015016555786, 0.9238947629928589, 0.9562467336654663, 0.9791988730430603]"
417,154_5,natural,"[0.10615259408950806, 0.6234265565872192, 0.8140537738800049, 0.8741362690925598, 0.918208658695221, 0.9779210686683655, 0.9866016507148743, 0.9914363622665405, 0.9934953451156616, 0.9941332936286926]","[0.021767854690551758, 0.3923540711402893, 0.659734308719635, 0.8093385100364685, 0.8666523694992065, 0.9332927465438843, 0.9603219628334045, 0.9798723459243774, 0.9810847640037537, 0.9941332936286926]"
416,153_0,natural,"[0.21091747283935547, 0.635208010673523, 0.8903465270996094, 0.9313547015190125, 0.950115978717804, 0.9693498611450195, 0.9762234687805176, 0.9834648370742798, 0.9914814233779907, 0.991856575012207]","[0.15469610691070557, 0.41636180877685547, 0.6752986311912537, 0.768341600894928, 0.8168291449546814, 0.883327841758728, 0.9174838066101074, 0.9547350406646729, 0.9794543981552124, 0.991856575012207]"
415,152_8,natural,"[0.08537048101425171, 0.7853079438209534, 0.9085960388183594, 0.919702410697937, 0.9377140998840332, 0.9708211421966553, 0.9799566268920898, 0.9803535342216492, 0.9868398904800415, 0.9870589971542358]","[0.10856914520263672, 0.45125865936279297, 0.604411780834198, 0.686882734298706, 0.750126838684082, 0.8516705632209778, 0.8891127109527588, 0.927541196346283, 0.9633934497833252, 0.9870589971542358]"
414,152_7,natural,"[0.10117298364639282, 0.8530868291854858, 0.8554463386535645, 0.8602677583694458, 0.925355076789856, 0.9695663452148438, 0.9831749796867371, 0.9886883497238159, 0.9895063042640686, 0.9904826879501343]","[0.08437448740005493, 0.49407172203063965, 0.5682142376899719, 0.6994147896766663, 0.8067431449890137, 0.8739070296287537, 0.9057274460792542, 0.939598560333252, 0.9675050377845764, 0.9904826879501343]"
413,152_6,natural,"[0.08439904451370239, 0.8165854215621948, 0.8342829942703247, 0.809276819229126, 0.9252182841300964, 0.928838312625885, 0.9659953117370605, 0.9816047549247742, 0.9890314340591431, 0.9915584921836853]","[0.1066286563873291, 0.375868022441864, 0.5073390603065491, 0.6319109201431274, 0.7455390691757202, 0.7821372747421265, 0.8791918754577637, 0.9344596862792969, 0.9701171517372131, 0.9915584921836853]"
412,152_3,natural,"[0.16461849212646484, 0.770659327507019, 0.6726633310317993, 0.8569709062576294, 0.9354668855667114, 0.9608973264694214, 0.9778721332550049, 0.9840923547744751, 0.9922521114349365, 0.9915065765380859]","[0.12259888648986816, 0.4474658966064453, 0.4724719524383545, 0.6444189548492432, 0.7860702276229858, 0.8511437177658081, 0.9159075021743774, 0.9494127035140991, 0.9749757647514343, 0.9915065765380859]"
411,152_2,natural,"[0.1985377073287964, 0.6914383769035339, 0.8154380321502686, 0.9011148810386658, 0.9227606654167175, 0.9484351873397827, 0.9776495695114136, 0.9803844690322876, 0.989732563495636, 0.9893183708190918]","[0.07344001531600952, 0.4205578565597534, 0.6192472577095032, 0.7639414668083191, 0.7939800024032593, 0.8352447748184204, 0.900114893913269, 0.9356028437614441, 0.9693693518638611, 0.9893183708190918]"
410,152_0,natural,"[0.10806846618652344, 0.6480382084846497, 0.8235067129135132, 0.8586949110031128, 0.9631048440933228, 0.9732102751731873, 0.9772384166717529, 0.9885271787643433, 0.9918534159660339, 0.9915315508842468]","[0.06698274612426758, 0.47389960289001465, 0.536337673664093, 0.6540372967720032, 0.8087614178657532, 0.8634838461875916, 0.9170947074890137, 0.9543834328651428, 0.9749935269355774, 0.9915315508842468]"
406,150_6,natural,"[0.20359861850738525, 0.6352636814117432, 0.5479764342308044, 0.795922040939331, 0.8665026426315308, 0.8968498706817627, 0.982099711894989, 0.9938866496086121, 0.9948742389678955, 0.9958207607269287]","[0.061866939067840576, 0.20830059051513672, 0.3296722173690796, 0.6751009225845337, 0.7982686758041382, 0.8221540451049805, 0.9471566677093506, 0.9721224308013916, 0.9854850769042969, 0.9958207607269287]"
405,150_3,natural,"[0.23016929626464844, 0.5971912145614624, 0.6728741526603699, 0.7147740721702576, 0.7243016958236694, 0.9162313938140869, 0.9552692174911499, 0.9806866645812988, 0.9905065298080444, 0.9931541085243225]","[0.019824981689453125, 0.2583323121070862, 0.45665299892425537, 0.5838913917541504, 0.6288482546806335, 0.8245562314987183, 0.9122250080108643, 0.9491227865219116, 0.9774085879325867, 0.9931541085243225]"
404,149_8,natural,"[0.17203611135482788, 0.8378919363021851, 0.8538724780082703, 0.9056345224380493, 0.9623874425888062, 0.970659613609314, 0.9688376188278198, 0.9793585538864136, 0.9869710803031921, 0.9840375781059265]","[0.09785258769989014, 0.45831048488616943, 0.5773457884788513, 0.7144538760185242, 0.7897728681564331, 0.8254245519638062, 0.8732455968856812, 0.9252423048019409, 0.9633427858352661, 0.9840375781059265]"
403,149_6,natural,"[0.18850386142730713, 0.7049461603164673, 0.8030743598937988, 0.916618824005127, 0.9585007429122925, 0.9643727540969849, 0.9606350660324097, 0.9616587162017822, 0.9818108677864075, 0.9646282196044922]","[0.08502060174942017, 0.3671971559524536, 0.4693082571029663, 0.5951606631278992, 0.6768158674240112, 0.739409327507019, 0.8009749054908752, 0.8727256059646606, 0.9253209829330444, 0.9646282196044922]"
402,149_2,natural,"[0.2077275514602661, 0.7555983066558838, 0.7694984674453735, 0.9049134254455566, 0.9643840193748474, 0.9648605585098267, 0.9676108956336975, 0.9806633591651917, 0.9844011068344116, 0.9871211051940918]","[0.029846131801605225, 0.3030887842178345, 0.45186400413513184, 0.6619782447814941, 0.7676006555557251, 0.8114341497421265, 0.8586478233337402, 0.919165849685669, 0.9580768346786499, 0.9871211051940918]"
396,145_6,natural,"[0.2160741090774536, 0.5338565707206726, 0.796510636806488, 0.9135905504226685, 0.9484889507293701, 0.9782404899597168, 0.9744943380355835, 0.9881746768951416, 0.9899405241012573, 0.9904649257659912]","[0.10553139448165894, 0.30785900354385376, 0.7063575983047485, 0.7924556732177734, 0.8410848379135132, 0.8652033805847168, 0.9011217355728149, 0.9477015137672424, 0.9717411994934082, 0.9904649257659912]"
353,135_0,natural,"[0.1250392198562622, 0.6377160549163818, 0.5328167080879211, 0.8466905355453491, 0.886907696723938, 0.9227095246315002, 0.9666470289230347, 0.9712016582489014, 0.988518476486206, 0.9911344051361084]","[0.05552762746810913, 0.342806875705719, 0.33806312084198, 0.6675927639007568, 0.7305574417114258, 0.7900347709655762, 0.8786115646362305, 0.9242066144943237, 0.971520185470581, 0.9911344051361084]"
447,165_7,natural,"[0.2593848705291748, 0.7862932682037354, 0.6115530729293823, 0.6468405723571777, 0.9311860799789429, 0.8531358242034912, 0.9374970197677612, 0.9503892064094543, 0.9743039608001709, 0.9826744198799133]","[0.03186982870101929, 0.1569613218307495, 0.2683502435684204, 0.38588082790374756, 0.6541522741317749, 0.7044890522956848, 0.7629592418670654, 0.8611748814582825, 0.9347723126411438, 0.9826744198799133]"
352,134_7,natural,"[0.17528903484344482, 0.45175087451934814, 0.8015875816345215, 0.9183869957923889, 0.961633563041687, 0.9645556211471558, 0.9782665967941284, 0.9869462251663208, 0.992741584777832, 0.9924030303955078]","[-0.0142669677734375, 0.2747056484222412, 0.6755894422531128, 0.7780078649520874, 0.8358576893806458, 0.8715865612030029, 0.9067301750183105, 0.9481531977653503, 0.9758661985397339, 0.9924030303955078]"
350,134_4,natural,"[0.21006250381469727, 0.691597580909729, 0.7600122094154358, 0.9062108993530273, 0.9446580410003662, 0.9578495621681213, 0.9887470006942749, 0.9892413020133972, 0.9894421100616455, 0.9905757904052734]","[0.04492741823196411, 0.350871741771698, 0.5810431838035583, 0.7893184423446655, 0.8638372421264648, 0.9055010080337524, 0.9350816011428833, 0.950110673904419, 0.9714264869689941, 0.9905757904052734]"
